smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53
COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(N4CCCOC4=O)CC3)C(C)(C)C2)cc1,,,0.0,,,,,,,,
NC(CCC(=O)NC(CSCCCl)NC(=O)CC(=O)O)C(=O)O,1.0,,,,,,,,,,
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,,,1.0,,,,,,,,
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,,1.0,,,,,,,,,
FC(F)(F)c1cc(Cl)cc(COCC2(c3ccccc3)CCNCC2)n1,,,0.0,,,,,,,,
CC1=CC(=O)CCC1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)CN1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,,,0.0,,,,,,,,
Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,0.0,,,,,,,,,,
COc1cc([N+](=O)[O-])ccc1NC(C)=O,1.0,,,,,,,,,,
CN1CCC(COCc2cc(C(F)(F)F)cc(C#N)n2)(c2ccccc2)CC1,,,0.0,,,,,,,,
N#Cc1cc(NCC(=O)NC2CN(C3CCC(O)(c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc2n1,,,0.0,,,,,,,,
N#Cc1c(O)[nH]c2scc(-c3ccc(-c4ccccc4O)cc3)c2c1=O,,,0.0,,,,,,,,
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,,,1.0,,,,,,,,
CCOP(=S)(OCC)SCCSCC(=O)NC,,1.0,,,,,,,,,
C1=CC2OC2c2ncccc21,1.0,,,,,,,,,,
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)Nc1ccc(C(=O)C2CCN(CCCc3ccccc3)CC2)cc1,,,1.0,,,,,,,,
CCCC1OC1(CC)CO,,0.0,,,,,,,,,
CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-],1.0,,,,,,,,,,
CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cc1nc2ccc(Cl)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,,,1.0,,,,,,,,
Cn1ccc(=NC(=O)c2ccccc2O)n1-c1ccccc1,,0.0,,,,,,,,,
Cc1cc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)on1,,,1.0,,,,,,,,
CC(C)(N=O)[N+](=O)[O-],1.0,,,,,,,,,,
NC(CCCCNCC(N)C(=O)O)C(=O)O,0.0,,,,,,,,,,
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
Nc1ccc(-c2ccc(N)cc2Cl)c(Cl)c1,1.0,,,,,,,,,,
CC(C)(C)NCCNC(C)(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC(N)=O)c4)n[nH]c2-3)CC1,,,0.0,,,,,,,,
C(=Nc1ccccc1)Nc1ccccc1,,0.0,,,,,,,,,
Cc1nn(C2CCNCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,,0.0,,,,,,,,
CC(C)CC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,,,1.0,,,,,,,,
O=C1c2cccc3ccc4ccc5cccc1c5c4c23,0.0,,,,,,,,,,
OCCN1CCNCC1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,,,0.0,,,,,,,,
Nc1c(S(=O)(=O)O)cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O,0.0,,,,,,,,,,
NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,,,,,,1.0,0.0,1.0,0.0,0.0,0.0
CSc1ccc(Cl)cc1,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[n+]1c(-c2ccc(N)cc2)c2cc(N)ccc2c2ccc(N)cc21,1.0,,,,,,,,,,
CNCC[C@H](Oc1ccc2ccccc2c1)c1cccs1,,,1.0,,,,,,,,
CCOC(=O)C(OP(OCC)OCC)C(C)=O,,1.0,,,,,,,,,
CCOS(=O)(=O)OCC,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,,1.0,,,,,,,,,
C=CC(=O)OCCCCCCOC(=O)C=C,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,1.0
C/C=C(\C)C(=O)OC1CCN2CC=C(CO)C12,0.0,,,,,,,,,,
O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1,0.0,,,,,,,,,,
CC(c1ccccc1)N(C)N=O,,0.0,,,,,,,,,
CCCCON(OC(C)=O)C(=O)c1ccc(C)cc1,1.0,,,,,,,,,,
C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,,,,0.0,0.0,,0.0,,,,0.0
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.0,,,1.0,,1.0,0.0,0.0,0.0,,0.0
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,,0.0,,,,,0.0,1.0,,1.0,0.0
CCC1(OC(C)=O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,1.0,,,,,,,,,
O=C(CCc1ccccc1)NC1CCC(O)(c2ccc(O)cn2)CC1,,,0.0,,,,,,,,
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,,,0.0,,,,,,,,
Cc1cc(Cl)ccc1-c1nc2c(cc1-c1ccc(Cl)cc1)C(NC(=O)C(O)C(F)(F)F)CC(C)(C)O2,,,1.0,,,,,,,,
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,1.0,1.0,1.0,1.0,,,1.0,1.0,,
CCC=C(C)CO,,0.0,,,,,,,,,
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,,,0.0,,,,,,,,
NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,,,0.0,,,,,,,,
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,,,,,,,,,,
O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(c3ccc(O)cn3)CC2)C1,,,0.0,,,,,,,,
C[S+]([O-])c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)nn23)cc1,,,1.0,,,,,,,,
CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,,,0.0,,,,,,,,
CC/N=C(/c1ccc(NS(C)(=O)=O)cc1)N1CCCc2cc(C3=NN(C)C(=O)SC3)ccc21,,,1.0,,,,,,,,
CSCNc1ccccc1C(C)=O,0.0,,,,,,,,,,
[Zn+2],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOc1ccccc1C(=O)NCCO,,0.0,,,,,,,,,
CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,,0.0,,,,,,,,,
CCCCCCCCC=CCCCCCCCC(=O)OCC1CO1,,0.0,,,,,,,,,
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1,,,0.0,,,,,,,,
COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)CC3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)C23,0.0,,,,,,,,,,
CCOc1ccc(F)cc1C(CN(C)C)C(C)CC,,1.0,,,,,,,,,
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4CNC4)cc3N21,,,0.0,,,,,,,,
CCc1noc2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,,,1.0,,,,,,,,
CC(=O)OCN(C)N=O,1.0,1.0,,,,,,,,,
CC(Cc1ccccc1)OC(N)=O,,0.0,,,,,,,,,
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C1CC1,,,1.0,,,,,,,,
CN(CCCC(=O)NCC#N)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,,,0.0,,,,,,,,
Cc1ncc(CN[C@@H]2CCN(CCn3c(=O)ccc4ncc(F)cc43)C[C@@H]2F)cc1C#N,,,0.0,,,,,,,,
CC(=O)N(C)C(=O)Oc1cc(C)c(C)cc1Cl,,0.0,,,,,,,,,
O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CC1(C)CC2(NC(=O)N(CCCN3CCC(O)CC3)C2=O)c2cc(Cl)ccc2O1,,1.0,,,,,,,,,
C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(O)noc1C1CCN(C(=O)NC2CC2c2ccccc2)CC1,,,0.0,,,,,,,,
Cn1ncnc1Cn1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,,,1.0,,,,,,,,
Brc1cc2ccccc2c2ccccc12,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCOc2ccc(F)cc2)CC1,,,1.0,,,,,,,,
NCCCCC(N)C(=O)O,1.0,,,,,,,,,,
COc1cnc(-c2cccc(F)c2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,,,0.0,,,,,,,,
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,,,,0.0,0.0,,0.0,,,1.0,0.0
COCCCc1ccc(Cl)c(CN(C(=O)C2CNCCC2c2ccn(C)c(=O)c2)C2CC2)c1,,,0.0,,,,,,,,
O=C(NC1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1,,,1.0,,,,,,,,
CN1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,,,1.0,,,,,,,,
Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,,,,0.0,0.0,,0.0,0.0,0.0,,0.0
CCOP(=S)(OCC)SC(C#N)c1ccccc1,,1.0,,,,,,,,,
CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,,,1.0,,,,,,,,
O=C1C(=C(Cl)Cl)C(=O)C2(Cl)C3C=CC(C3)C12Cl,,0.0,,,,,,,,,
O=NN(c1ccc([N+](=O)[O-])cc1)C1OCC(O)C(O)C1O,1.0,,,,,,,,,,
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,,,0.0,,,,,,,,
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,,,,0.0,1.0,0.0,0.0,,,,
Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21,0.0,,,,,,,,,,
FC(F)(F)c1nc2c(I)cc(I)cc2[nH]1,,1.0,,,,,,,,,
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCc7[nH]ccc(=O)c7O)nc56)(CC3)OC4)nc2N1,,,1.0,,,,,,,,
O=C(CNc1noc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](c3ccc4c(c3)OCO4)CC2)C1,,,1.0,,,,,,,,
CCCC(=O)OCC,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnc(C)s4)C[C@H]3C)nc21,,,0.0,,,,,,,,
COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,,,0.0,,,,,,,,
N#CN=c1ccccn1Cc1c(Cl)cccc1Cl,,1.0,,,,,,,,,
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,,,1.0,,,,,,,,
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(CO)(CO)CO,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CN(C)N=Nc1nc[nH]c1C(N)=O,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,,1.0,,,,,,,,,
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,,,0.0,,,,,,,,
Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(C(F)(F)F)cccc2c1=O,,,1.0,,,,,,,,
NS(=O)(=O)NCCC1CCN(c2ncnc3ccc(Cl)cc23)CC1,,,1.0,,,,,,,,
Cc1cc(O)c2c(c1)O[C@@]1(C)CC[C@H]3C(C)(C)CCCC34CO[C@@H]2[C@H]41,,,,0.0,,,0.0,,,,
Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12,1.0,,,,,,,,,,
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,,1.0,,,,,,,,,
COc1ccccc1OCC(O)COC(N)=O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,,,,,,,,0.0,0.0,,
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,,,,1.0,,0.0,0.0,1.0,0.0,,1.0
CCOC(C)(C)c1cnc2n1C[C@H](c1cccc(F)c1F)CC[C@H]2NC(=O)N1CCC2(CC1)OC(=O)Nc1ncccc12,,,1.0,,,,,,,,
CC(=O)OO[N+](=O)[O-],1.0,,,,,,,,,,
NC(=O)CC(=O)N1CCc2nc(-c3ccc(OC4CC(N5CCCCC5)C4)cc3)sc2C1,,,0.0,,,,,,,,
O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,,,,0.0,,,0.0,,0.0,,0.0
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,0.0,,,,,,,,,,
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,0.0,,,,,,,,,,
Cc1noc(/C(=C/c2cccc(-n3cc(C(=O)Nc4c(Cl)cncc4Cl)c(=O)c4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1,,,1.0,,,,,,,,
CCOP(=S)(OCC)SCc1nnc(C(C)C)o1,,1.0,,,,,,,,,
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,0.0,0.0,,0.0,,0.0,0.0,,0.0,1.0,0.0
CC12OOC1(C)c1ccccc1O2,1.0,,,,,,,,,,
O=C1CCc2c1ccc1c3c(ccc21)C(O)C(O)C=C3,1.0,,,,,,,,,,
O=C(c1ccc(F)cc1)C1OC1c1ccccc1,1.0,,,,,,,,,,
O=C1C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21,,,0.0,,,,,,,,
CNC(=O)Oc1ccccc1C1OCC(C)O1,,1.0,,,,,,,,,
CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1C(C)(C)C,,,0.0,,,,,,,,
O=C(CC(=O)C(F)(F)F)c1ccccc1,,,,0.0,,1.0,0.0,0.0,,1.0,0.0
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,0.0,,,,,,,,,,
COc1ccccc1N1CCN(Cc2nc3c4cccc(OC)c4nc(N)n3n2)[C@H](C)C1,,,0.0,,,,,,,,
Cc1ccc2cc3ccc4ccccc4c3nc2c1,1.0,,,,,,,,,,
CC(C)COc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1,,,1.0,,,,,,,,
CCSCCSP(=S)(OC)OC,0.0,1.0,,,,,,,,,
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,,,,,,,0.0,,,1.0,
CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)C1CCNC1,,,1.0,,,,,,,,
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,,,,,,,1.0,,,,
COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,,,1.0,,,,,,,,
O=C(NCCN1CCC(O)(Cc2ccc(F)cc2)CC1)Nc1ccnc2ccsc12,,,1.0,,,,,,,,
Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCS(=O)(=O)CC1)c1ccc(F)cc1,,,0.0,,,,,,,,
CC(CCN(C)C)N(C)C,0.0,0.0,,,,,,,,,
CC(C(=O)O)c1ccc(-c2ccccc2F)cc1,,1.0,,,,,,,,,
N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H](N)[C@H]1O,,,0.0,,,,,,,,
CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(CS(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,,,0.0,,,,,,,,
O=S(O)c1ccc(Cl)cc1,0.0,,,,,,,,,,
COC(F)=C(C(F)(F)F)C(F)(F)F,,0.0,,,,,,,,,
Cc1cc(C)n(-c2cc(NC(=O)CC3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,,,1.0,,,,,,,,
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,,,,0.0,0.0,,0.0,1.0,0.0,,
c1ccc2c3c4c(ccc5cccc(c54)C4OC34)cc2c1,1.0,,,,,,,,,,
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCN(C)CC4)ccc3o2)ccc2[nH]ccc12,,,0.0,,,,,,,,
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,,,1.0,,,,,,,,
Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,,0.0,,,,,,,,,
CCc1cccc(CC)c1NC(=O)CO,1.0,,,,,,,,,,
COC(=O)c1cccc(N=NN(C)C)c1,,1.0,,,,,,,,,
O=CNc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.0,,,,,,,,,,
CCCCC(CC)COC(=O)c1cccc(C(=O)OCC(CC)CCCC)c1,0.0,0.0,,,,,,,,,
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,,,,,0.0,0.0,0.0,,,0.0,0.0
CCCCN(CC)CC#CCc1ccc(C)cc1,,,1.0,,,,,,,,
COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1,,,1.0,,,,,,,,
N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1,,,,0.0,0.0,0.0,0.0,0.0,,,0.0
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,,,0.0,,,,,,,,
CCCC(=O)OCc1ccccc1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(F)F.Cl,,,1.0,,,,,,,,
N#Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cc1,,,1.0,,,,,,,,
c1cc2nonc2cc1CCN1CCN(CCc2ccc3nonc3c2)CC1,,,1.0,,,,,,,,
O=C(Cl)CCc1ccccc1,1.0,,,,,,,,,,
c1ccc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,,,0.0,,,,,,,,
CN(C/C=C/c1ccc(C(F)(F)F)cc1F)Cc1ccc2c(c1)CCO2.Cl,,,1.0,,,,,,,,
CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,1.0,,,,,,,,
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,,,0.0,,,,,,,,
COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(cc5F)OCC(=O)N6)(CC3)CO4)c2n1,,,1.0,,,,,,,,
OC(c1cccnc1-c1cccc(Cl)c1)C(c1cccnc1)c1ncco1,,,0.0,,,,,,,,
COC1CC2CC1C1CC(C=O)CC21,,0.0,,,,,,,,,
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,0.0,,,,,,,,,,
CCOC(=O)C=Cc1ccccc1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(C)(C)O[Si](OC(C)(C)CCCC)(OC(C)(C)CCCC)OC(C)(C)CCCC,,0.0,,,,,,,,,
Cc1ccccc1C,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,,,0.0,,,,,,,,
O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,,1.0,,,,,,,,,
O=C(Cn1cccnc1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,,0.0,,,,,,,,
CC(=O)C(=O)CC(C)C,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC7CC(O)C(O)C7)nc56)(CC3)OC4)nc2N1,,,1.0,,,,,,,,
O=[N+]([O-])c1cccc2[nH]c(C(F)(F)F)nc12,,1.0,,,,,,,,,
CN(CCN1CC2CN(Cc3ccc(F)cc3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,,,0.0,,,,,,,,
O=[N+]([O-])c1ccc(/C=N/n2cccn2)o1,1.0,,,,,,,,,,
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c12,,1.0,,,,,,,,,
O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(O)(c3ccns3)CC2)C1,,,0.0,,,,,,,,
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(c1ccc(C#N)cc1)C2=O,,,1.0,,,,,,,,
O=C1CCCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,,,1.0,,,,,,,,
Nc1cc(Cl)ccc1O,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0
CCOP(=O)(CC)Sc1ccccc1,,1.0,,,,,,,,,
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,,,,,,,,0.0,0.0,,
N#Cc1ccc(OCCN2CC3CN(CCNS(=O)(=O)Cc4ccccc4)CC(C2)O3)cc1,,,0.0,,,,,,,,
Cc1cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(C)n1,,,0.0,,,,,,,,
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,0.0,0.0,0.0,1.0,0.0
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CCO3)N1CC[C@@H](NCc3cncn3C2)C1=O,,,1.0,,,,,,,,
Oc1cc(Cl)cc(Cl)c1Cl,0.0,,,1.0,0.0,,0.0,1.0,0.0,1.0,
CN(C)CCCn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,,,1.0,,,,,,,,
COC(=O)c1cc(Cl)ccc1OC,,,,,,,,0.0,0.0,,
O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,1.0,,,,,,,,,,
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,0.0,,,,,,,,,,
Cc1cc(Cn2cc(CN(C(=O)C3CNCCC3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)ccn1,,,1.0,,,,,,,,
