smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,TC_TOX21_Aromatase_Inhibition,TC_TOX21_AhR_LUC_Agonist,TC_ATG_Ahr_CIS_up,TC_ATG_Ahr_CIS_dn
C#CCN,,0.0,,,,,,,,,,,,,,,,
C#CCN(C)C1CCc2ccccc21,,1.0,,,,,,,,,,,,,,,,
C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,,,0.0,,,,,,,,,,,,,,,
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,,,,,,1.0,0.0,1.0,0.0,,0.0,,,0.0,,,,
C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl,,,,,,,,,,,,,,,0.0,1.0,,
C#CCN(C)Cc1ccccc1,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,
C#CCN(C)Cc1ccccc1.Cl,,,,,,,,,,,,,,,0.0,0.0,,
C#CCN(C)[C@H](C)Cc1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C#CCN(C)[C@H](C)Cc1ccccc1.Cl,,,,,,,,,,,,,,,0.0,0.0,,
C#CCN(C)c1ccccc1OC(=O)NC,,1.0,,,,,,,,,,,,,,,,
C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,,,0.0,,,,,,,,,,,,,,,
C#CCN(CC)CC,,0.0,,,,,,,,,,,,,,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,0.0,,,,,,,,,,,,,,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,,1.0,,,,,,,,,,,,,,,,
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,,,,,,,,,,,,0.0,1.0,1.0,,,,
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,,,,,,,,,,,,1.0,,1.0,,,,
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,,1.0,,,,,,,,,,,,,,,,
C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,0.0,,,,,,,,,,,,,,,,,
C#CCN[C@@H](C)Cc1ccccc1,,,,,,,,,,,,0.0,,,,,,
C#CCN[C@@H]1CCc2ccccc21,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,,,,,,,,,,,,,,,0.0,0.0,,
C#CCNc1ccnc2sc3c(=O)n(-c4ccc(OC)cc4)cnc3c12,,,0.0,,,,,,,,,,,,,,,
C#CCO,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#CCOC(=O)C1=CCCN(C)C1,,,,,,,,,,,,0.0,,0.0,,,,
C#CCOC(=O)C1=CCCN(C)C1.Cc1ccc(S(=O)(=O)O)cc1,,,,,,,,,,,,0.0,,0.0,,,,
C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,,0.0,,,,,,,,,,,,,,,,
C#CCOC(=O)CCCCC(=O)OCC#C,,1.0,,,,,,,,,,,,,,,,
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,,,,,,,,,,,,,,1.0,,,,
C#CCOC(=O)Nc1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,,,,,,,,,,,,1.0,,0.0,,,,
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#CCOC(=O)[C@H](N)CC(N)=O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl,,,,,,,,,,,,,,,0.0,0.0,,
C#CCOC(C)=O,,1.0,,,,,,,,,,,,,,,,
C#CCOCC#C,,0.0,,,,,,,,,,,,,,,,
C#CCOCCCC(=O)O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C#CCOCCN1C=CN(C)C1/C=N/O,0.0,,,,,,,,,,,,,,,,,
C#CCOCC[n+]1ccccc1/C=N/O,0.0,,,,,,,,,,,,,,,,,
C#CCON=C1CC2CCC1(C)C2(C)C,,0.0,,,,,,,,,,,,,,,,
C#CCOP(=O)(OCC(C)C)c1ccccc1,,1.0,,,,,,,,,,,,,,,,
C#CCOP(=O)(OCCC)c1ccccc1,,1.0,,,,,,,,,,,,,,,,
C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,,0.0,,,,,,,,,,,,,,,,
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,,0.0,,0.0,,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,0.0
C#CCOc1ccc(N)cc1C(=O)NCCCC,,0.0,,,,,,,,,,,,,,,,
C#CCOc1ccc2c(C)cc(=O)oc2c1,,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
C#CCOc1cccc(OC(=O)NC)c1,,1.0,,,,,,,,,,,,,,,,
C#CCOc1ccccc1OC(=O)NC,,1.0,,,,,,,,,,,,,,,,
C#CCSP(=O)(NC(=O)CC)OC,,1.0,,,,,,,,,,,,,,,,
C#CCSP(=O)(OCC)OCC,,1.0,,,,,,,,,,,,,,,,
C#CCSc1n[nH]c(-c2ccco2)n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,,,,,,,,,,,,1.0,0.0,1.0,,,,
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,,,,,,,,,,,,,0.0,1.0,,,,
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,,,,,,,,,,,,,1.0,1.0,,,,
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,,,,,,,,,,,,0.0,0.0,,,,,
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,,,,,,,,,,,,1.0,0.0,0.0,,,,
C#CC[N+](CC)(CC)CC#Cc1cccc(Cl)c1.[Br-],,,,,,,,,,,,0.0,,,,,,
C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,,0.0,,,,,,,,,,,,,,,,
C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,1.0,0.0,,,,,,,,,,,,,,,,
C#CCc1ccc(COC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)o1,1.0,,,,,,,,,,,,,,,,,
C#CCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,1.0,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,,,,,,,,,,,,1.0,,0.0,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,,,,,,,,,,,,0.0,0.0,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21CC,,,,,,,,,,,,0.0,0.0,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,,,,,,,,,,,,0.0,0.0,0.0,,,,
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.0,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,,,,1.0,0.0,0.0,0.0
C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@H]4[C@H]3CC[C@]21C,,,,,,,,,,,,1.0,0.0,,,,,
C#C[C@H](N)CCC(=O)O,,,,,,,,,,,,0.0,,0.0,,,,
C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC1(C)CCN(c2cc(C(=O)O)ccn2)CC1,,,0.0,,,,,,,,,,,,,,,
C#C[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,,,1.0,,,,,,,,,,,,,,,
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,0.0,,1.0,1.0,,0.0,,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.0,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,,,,,,,,,,,,1.0,0.0,,,,,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,,,,,,,,,,,,1.0,1.0,1.0,,,,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,,,,,,,,,,,,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,,,0.0,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,1.0,1.0,,,1.0,,,,,1.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,,,0.0,,1.0,1.0,,,0.0,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,,,0.0,0.0,1.0,1.0,,,1.0,,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,,,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,,0.0,,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,,,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,,,,,,,,,,,,0.0,0.0,1.0,,,,
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,0.0,,1.0,1.0,,,1.0,,,,,0.0,0.0,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,1.0,1.0,0.0,,,1.0,,,,1.0,0.0,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0,,,0.0,,1.0,1.0,,,0.0,0.0,,,,1.0,0.0,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,,
C#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1,,,1.0,,,,,,,,,,,,,,,
C#Cc1ccc(-c2ccccc2F)cc1,,,,,,,,0.0,0.0,,,,,,,,,
C#Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,,,1.0,,,,,,,,,,,,,,,
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,,,0.0,,,,,,,,,,,,,,,
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1,,,0.0,,,,,,,,,,,,,,,
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,1.0,,
C#Cc1cnc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)cc1NC,,,1.0,,,,,,,,,,,,,,,
C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NC[C@@H]1CNCCO1,,,1.0,,,,,,,,,,,,,,,
C(#CCN1CCCC1)CN1CCCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2cc(CN4CCSC4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4cccn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4ccnn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2[nH]nc3c2Cc2ccccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(-n4cccn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(-n4ccnc4)ccc2-3)cs1)COc1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(-n4ccnn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(-n4cncn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCSC4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cccn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnn4)ccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2ccccc2-3)cs1)COc1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1ccc2ccccc2n1)c1ccccn1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cccc(C#Cc2ccccc2)c1)c1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1cccc(C#Cc2ccccc2)n1)c1ccccc1,,,0.0,,,,,,,,,,,,,,,
C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(/C=C/c1ccco1)=N/N1CCN(c2ccccc2)CC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(/C=C\c1ccccc1)=Nc1ccc2c(c1)Cc1ccccc1-2,,,,,,,,,,,,0.0,0.0,,,,,
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0
C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,
C(=C/c1cccc(/C=C/c2ccccc2)c1)\c1ccccc1,0.0,,,,,,,,,,,,,,,,,
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,,
C(=C/c1ccccc1)\c1ccccc1,0.0,,,1.0,,1.0,0.0,1.0,0.0,,0.0,,,,0.0,1.0,,
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,,,,,,,,,,,,1.0,,0.0,,,,
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,,,,,,,,,,,,,0.0,0.0,,,,
C(=CC=Nc1ccccc1)C=CNc1ccccc1.Cl,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,1.0,,,,,
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,1.0,1.0,0.0,,,,
C(=C\c1ccccc1)\c1ccccc1,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,
C(=Cc1ccncc1)c1ccccc1,,,,1.0,1.0,1.0,0.0,,,1.0,0.0,,,,1.0,1.0,,
C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C(=N/N1Cc2[nH]c3ccccc3c2N=N1)\c1ccc(Oc2ccccc2)cc1,0.0,,,,,,,,,,,,,,,,,
C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,1.0,,,,,,,,,,,,,,,,,
C(=N/Nc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)\c1c[nH]c2ccccc12,,,,,,,,,,,,,0.0,,,,,
C(=N/c1snc2ccccc12)\c1ccccc1,0.0,,,,,,,,,,,,,,,,,
C(=N/n1cnnc1)\c1cccn1-c1ccccc1,,,,,,,,,,,,1.0,0.0,,,,,
C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1,,1.0,,,,,,,,,,,,,,,,
C(=NC12CN3CN(CN(C3)C1)C2)c1cccnc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(=NC12CN3CN(CN(C3)C1)C2)c1cccs1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(=NC1CCCCC1)=NC1CCCCC1,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,1.0,,,,,1.0,0.0,0.0,0.0
C(=NC1CCCCC1)c1ccccc1,,0.0,,,,,,,,,,,,,,,,
C(=NCCCCCCN=Cc1ccco1)c1ccco1,,1.0,,,,,,,,,,,,,,,,
C(=NCCN1CCOCC1)=NC1CCCCC1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(=N\Nc1ccccn1)\c1cccnc1,,,,,,,,,,,,0.0,0.0,1.0,,,,
C(=N\Nc1nnc2c(n1)[nH]c1ccccc12)\c1cccnc1,,,,,,,,,,,,0.0,0.0,1.0,,,,
C(=Nc1ccc(N=Cc2ccco2)cc1)c1ccco1,,0.0,,,,,,,,,,,,,,,,
C(=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccn1,,,,,,,,,,,,,0.0,,,,,
C(=Nc1ccccc1)Nc1ccccc1,,0.0,,,,,,,,,,,,,,,,
C(=Nc1cnc2ccccc2c1)c1ccc2ccccc2n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(CC1CO1)C1CO1,1.0,,,,,,,,,,,,,,,,,
C(CC1CO1)OCCC1CO1,,0.0,,,,,,,,,,,,,,,,
C(CCC1CO1)CC1CO1,1.0,0.0,,,,,,,,,,,,,,,,
C(CCOCC1CO1)COCC1CO1,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,
C(CCOC[C@H]1CO1)COC[C@H]1CO1,1.0,,,,,,,,,,,,,,,,,
C(CC[C@H]1CO1)C[C@H]1CO1,1.0,,,,,,,,,,,,,,,,,
C(CCc1nnc2c(n1)CCCC2)Cc1nnc2c(n1)CCCC2,,,,,,,,,,,,0.0,0.0,,,,,
C(CN1CCC(c2ccccc2)C1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCC(c2ccccc2)CC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCC2(CC1)OCc1ccccc12)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCCC(c2ccccc2)C1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCCCC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCCCCC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCN(C2CCCCC2)CC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCN(c2ccccc2)CC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCOCC1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1CCc2ccccc2C1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(CN1Cc2ccccc2C1)=C1CCCc2c1cnn2-c1ccccc1,,,1.0,,,,,,,,,,,,,,,
C(COCC1CO1)OCC1CO1,1.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,,,,,0.0,0.0,,
C(Cc1nn[nH]n1)c1nn[nH]n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C(OCC1CO1)C1CO1,,0.0,,,,,,,,,,,,,,,,
C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,,0.0,,,,,,,,,,,,,,,,
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N.Cl,,,,,,,,,,,,,,,0.0,0.0,,
C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,0.0,0.0,,,,,
C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,,,,,0.0,0.0,0.0,,,,
C/C(=C(/F)C(=O)Nc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)c1cccc(C(=N)N)c1,,,1.0,,,,,,,,,,,,,,,
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,0.0,,,,,,,,1.0,,,,,,,,,
C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,
C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0.0,,,,,,,,,,,,,,,,,
C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,,,,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,,
C/C(=C/C(=O)NCc1ccccc1)C(=O)O,,,,,,,,,,,,,0.0,0.0,,,,
C/C(=C1/SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,,,,,,,,,,,,1.0,0.0,0.0,,,,
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,,,,,,,,0.0,0.0,,,,,,,,,
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,
C/C(=C\C(=O)c1ccc(Br)cc1)NCc1ccc2c(c1)OCO2,,,,,,,,,,,,1.0,1.0,1.0,,,,
C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,,,,,,,,,,,,1.0,,,,,,
C/C(=C\C(=O)c1ccccc1)Nc1ccc(Br)c(Cl)c1,,,,,,,,,,,,1.0,,1.0,,,,
C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
C/C(=C\C1CCCCC1)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(-c2ccccc2)cc1,,,,,,,,,,,,0.0,0.0,,,,,
